Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Ccy,Reason for not funded status
Fund08,DAO-NET & A2T Sidechain Design,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBwrv,4.56,640,131667768,0,14362521,117305247,YES,26000,FUNDED,819000,USD,
Fund08,DAO-NET: DAO Atala Prism DIDs,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBwit,4.67,208,52193589,0,4001955,48191634,YES,72000,NOT FUNDED,19108,USD,Over Budget
Fund08,DAO-NET: DAO Token Market,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBwrq,4.58,157,64302035,0,4420852,59881183,YES,19000,FUNDED,350954,USD,
Fund08,DAO-NET: Development Funder,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwnh,4.22,159,35494517,0,14848765,20645752,YES,64000,NOT FUNDED,8700,USD,Over Budget
Fund08,DAO-NET: Sybil Defense by ZKP,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBwov,3.44,93,18549976,0,12524461,6025515,NO,61000,NOT FUNDED,16668,USD,Approval Threshold
Fund08,DAO-NET: Voting Dapp,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwuE,4.67,202,45622530,0,13209694,32412836,YES,45000,NOT FUNDED,7400,USD,Over Budget
Fund08,DApp for Tech Repairers,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvtQ,3.92,128,27542515,0,19629251,7913264,YES,74500,NOT FUNDED,7200,USD,Over Budget
Fund08,dApp Market for Tickets and Events,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvm5,4.4,186,32645451,0,17951406,14694045,YES,150000,NOT FUNDED,2000,USD,Over Budget
Fund08,Dapp: Water Quality Platform,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBu1w,4.32,369,57105823,0,12858076,44247747,YES,115000,FUNDED,101100,USD,
Fund08,Data Marketplace & Exchange Dapp,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvM0,4.23,137,28043350,0,25559928,2483422,NO,325000,NOT FUNDED,5464,USD,Approval Threshold
Fund08,db-sync replacement in Oura,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvqb,3.8,325,166991932,0,12550622,154441310,YES,35000,FUNDED,924800,USD,
Fund08,DCorps - Digital company registry,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvgb,5,266,88419043,0,1797014,86622029,YES,39000,FUNDED,313700,USD,
Fund08,De. Application and Tender filing,DApps and Integrations,https://app.ideascale.com/t/UM5UZBu8u,3.07,89,24865772,0,21745015,3120757,NO,25000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Decentralize Impact,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvc4,4.67,190,40342815,0,12094516,28248299,YES,25000,NOT FUNDED,113,USD,Over Budget
Fund08,Decentralized AI Drug Development,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBuoP,4.81,439,115979322,0,6412601,109566721,YES,56000,FUNDED,804000,USD,
Fund08,Decentralized Auction Platform,DApps and Integrations,https://app.ideascale.com/t/UM5UZBwtN,4.17,195,45139312,0,14488451,30650861,YES,102984,NOT FUNDED,7400,USD,Over Budget
Fund08,Decentralized Autonomous Iddir,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBu57,4.2,111,30264259,0,12724923,17539336,YES,24000,NOT FUNDED,6608,USD,Over Budget
Fund08,Decentralized Cinema Festival,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvY7,3.78,125,25227729,0,18415708,6812021,YES,35000,NOT FUNDED,2700,USD,Over Budget
Fund08,Decentralized Community Chat Server,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvYp,3.08,143,26662421,0,20592794,6069627,YES,30000,NOT FUNDED,200,USD,Over Budget
Fund08,"Decentralized LinkedIn, Link Start",DApps and Integrations,https://app.ideascale.com/t/UM5UZBu7A,3.56,96,31137220,0,11863794,19273426,YES,10000,NOT FUNDED,2000,USD,Over Budget
Fund08,Decentralized Metaverse Mall - DMM,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw53,4.11,129,78217883,0,9712834,68505049,YES,76320,FUNDED,1376380,USD,
Fund08,Decentralized Music Platform,DApps and Integrations,https://app.ideascale.com/t/UM5UZBuj7,3.94,223,63979731,0,14870044,49109687,YES,100000,FUNDED,467980,USD,
Fund08,Decentralized Physics Simulations,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBwtY,4.72,297,61242435,0,5550154,55692281,YES,28000,FUNDED,249225,USD,
Fund08,Decentralized Physics Tokenomics,DApps and Integrations,https://app.ideascale.com/t/UM5UZBuoL,3.53,99,37286832,0,5535019,31751813,YES,8000,NOT FUNDED,7400,USD,Over Budget
Fund08,Decentralized REDIS state channels,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBw1h,4.6,1337,179286999,0,16702549,162584450,YES,80000,FUNDED,920000,USD,
Fund08,Decentralized Social Network,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvvh,2.22,99,22638032,0,22861425,-223393,NO,78000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,Decentralized Token Distribution,DApps and Integrations,https://app.ideascale.com/t/UM5UZBuly,4.11,130,36705780,0,21660638,15045142,YES,83000,NOT FUNDED,2000,USD,Over Budget
Fund08,Decentralized Trading and Finance,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBu9y,4.33,105,29068489,0,15896640,13171849,YES,45000,NOT FUNDED,10464,USD,Over Budget
Fund08,Decentralizing Government,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBulw,3.75,188,48445925,0,12291303,36154622,YES,28400,FUNDED,9200,USD,
Fund08,Decriminalize & Decentralize 🍄🌺☮️,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBup9,2.83,86,25180572,0,17318982,7861590,YES,3703,NOT FUNDED,332,USD,Over Budget
Fund08,DeFi hackathon,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvqY,2.11,220,109059572,0,13528307,95531265,YES,40000,FUNDED,1962450,USD,
Fund08,DEFI SHOULD BE MORE FUN ON SCALING,Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBwtE,3,184,32734099,0,22978953,9755146,YES,47250,FUNDED,263072,USD,
Fund08,DemeterGift,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBu8t,2.08,120,24874270,0,25017519,-143249,NO,100000,NOT FUNDED,6608,USD,Approval Threshold
Fund08,DemeterGift,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBu8g,1.81,103,24691252,0,17741710,6949542,YES,60000,NOT FUNDED,113,USD,Over Budget
Fund08,Destination CARDANO,New Member Onboarding,https://app.ideascale.com/t/UM5UZBwwy,2.74,76,14595506,0,12648054,1947452,NO,15000,NOT FUNDED,11128,USD,Approval Threshold
Fund08,Developer Conferences in S Africa,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwg5,2.11,288,31168982,0,31993729,-824747,NO,159000,NOT FUNDED,4773,USD,Approval Threshold
Fund08,Developers Open Sourced Licensing,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvNo,3.13,126,28204558,0,18179678,10024880,YES,26000,NOT FUNDED,700,USD,Over Budget
Fund08,DID Business Ideas Hackathon,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBw31,2.93,137,86897860,0,14145119,72752741,YES,30000,FUNDED,19860,USD,
Fund08,DID Community Course,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvGj,3.67,82,17490087,0,10028117,7461970,NO,15000,NOT FUNDED,6608,USD,Approval Threshold
Fund08,DID Community Trust Registry,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvGp,3.67,83,24460623,0,11982757,12477866,NO,15000,NOT FUNDED,16668,USD,Approval Threshold
Fund08,DID for Democracy on the Blockchain,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBulx,4.22,136,45138525,0,3647231,41491294,YES,12500,FUNDED,6608,USD,
Fund08,DIDComm v2 Mediator,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvKG,5,307,70384292,0,1798101,68586191,YES,20425,FUNDED,293275,USD,
Fund08,Digital hub for NGOs & charities,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBwQM,2.5,82,14006525,0,16122599,-2116074,NO,50000,NOT FUNDED,332,USD,Approval Threshold
Fund08,DirectEd - Donations dApp,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvfr,4.75,349,82247226,0,15573847,66673379,YES,59040,FUNDED,1257340,USD,
Fund08,DirectEd-Student Scholarship Portal,Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvfz,4.88,322,88563703,0,1231531,87332172,YES,30300,FUNDED,352700,USD,
Fund08,"Disability, Accessibility & Equity",Self-Sovereign Identity,https://app.ideascale.com/t/UM5UZBvsV,3.33,79,18792993,0,8804431,9988562,NO,28000,NOT FUNDED,16668,USD,Approval Threshold
Fund08,Disruptive Produce Ecosystem,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvoF,2.72,88,22659035,0,16149836,6509199,YES,100000,NOT FUNDED,5464,USD,Over Budget
Fund08,Distributed Idea Mapping System,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvv4,4,139,32495628,0,18378634,14116994,YES,18000,NOT FUNDED,700,USD,Over Budget
Fund08,Distributed storage Infrastructure,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBuz4,4.33,353,74879463,0,12671164,62208299,YES,64140,FUNDED,91580,USD,Funded by leftovers
Fund08,Divine Blockchain - Phase I,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBvil,1.92,140,28138014,0,23599106,4538908,YES,35000,NOT FUNDED,130,USD,Over Budget
Fund08,Divine Blockchain - Phase I,DApps and Integrations,https://app.ideascale.com/t/UM5UZBu0g,3.75,93,26582247,0,16209492,10372755,YES,35000,NOT FUNDED,2000,USD,Over Budget
Fund08,DLT based student credential system,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBvM6,3.95,149,33229770,0,17178248,16051522,YES,60000,NOT FUNDED,7200,USD,Over Budget
Fund08,DLT360: Agriculture and Metaverse,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBveK,4.67,204,63402127,0,5067130,58334997,YES,25000,FUNDED,325954,USD,
Fund08,DLT360: Business RADAR Team,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBveY,4.33,110,29263459,0,17379539,11883920,YES,25000,NOT FUNDED,10464,USD,Over Budget
Fund08,DLT360: China Industry Applications,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvWs,4.61,186,60553947,0,3862641,56691306,YES,14000,FUNDED,311954,USD,
Fund08,DLT360: CPG Brands and Metaverse,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBveA,4.53,127,30062012,0,15831342,14230670,YES,25000,NOT FUNDED,10464,USD,Over Budget
Fund08,DLT360: DID/ZKP & GDPR-Data Privacy,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBvcn,4.73,266,72967316,0,6346239,66621077,YES,25000,FUNDED,27108,USD,
Fund08,DLT360: Environment RADAR Team,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBve6,4.5,141,35858906,0,17162948,18695958,YES,25000,NOT FUNDED,5532,USD,Over Budget
Fund08,DLT360: EU-Regulation Lobbying,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvcX,4.67,570,108346301,0,600182,107746119,YES,20000,FUNDED,236170,USD,
Fund08,DLT360: Governance RADAR Team,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvdR,4.56,166,29700009,0,15582840,14117169,YES,25000,NOT FUNDED,11755,USD,Over Budget
Fund08,DLT360: Industry Onboarding Videos,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBvde,4.92,449,101631939,0,2368417,99263522,YES,10000,FUNDED,140000,USD,
Fund08,DLT360: Machines and the Metaverse,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvdy,4.4,108,29282850,0,17210718,12072132,YES,25000,NOT FUNDED,10464,USD,Over Budget
Fund08,DLT360: Metaverse - Requirements,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvfg,4.42,129,30615401,0,19756153,10859248,YES,25000,NOT FUNDED,803,USD,Over Budget
Fund08,DLT360: Metaverse and Governance,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBvcv,4.58,285,42962843,0,19361612,23601231,YES,25000,NOT FUNDED,16130,USD,Over Budget
Fund08,DLT360: Metaverse and Taxonomy,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBvfO,3.93,110,29813172,0,17276511,12536661,YES,25000,NOT FUNDED,1683,USD,Over Budget
Fund08,DLT360: Metaverse Interoperability,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBvfG,4.33,216,44056507,0,14804473,29252034,YES,25000,FUNDED,16130,USD,
Fund08,DLT360: Regulatory RADAR Team,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvch,4.11,146,27922578,0,14078432,13844146,YES,25000,NOT FUNDED,24720,USD,Over Budget
Fund08,DLT360: Review Catalyst Funnel,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvc2,4.4,137,43289801,0,6751937,36537864,YES,5000,FUNDED,5532,USD,
Fund08,DLT360: Smart Internship (6 months),Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvgD,4.67,168,36026439,0,18037991,17988448,YES,10000,NOT FUNDED,5532,USD,Over Budget
Fund08,DLT360: Technology RADAR Team,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBvfy,5,243,40406186,0,14667158,25739028,YES,25000,FUNDED,166215,USD,
Fund08,DLT360: WEBSITE & Video - Next Step,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvgU,4.25,93,21095048,0,13988005,7107043,NO,15000,NOT FUNDED,332,USD,Approval Threshold
Fund08,Documentary: South America,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBviz,4.56,233,51740558,0,14845811,36894747,YES,60000,FUNDED,30700,USD,
Fund08,DoDAO.io - Onboarding Platform,New Member Onboarding,https://app.ideascale.com/t/UM5UZBu7I,2.89,75,16358672,0,16044127,314545,NO,28000,NOT FUNDED,11128,USD,Approval Threshold
Fund08,Done Collectively Discord Integrati,DApps and Integrations,https://app.ideascale.com/t/UM5UZBw52,5,443,123291637,0,4729242,118562395,YES,22200,FUNDED,2042450,USD,
Fund08,Done Collectively Gitbook Integrati,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBw6B,4.83,320,75452309,0,5713896,69738413,YES,39150,FUNDED,251870,USD,
Fund08,Done Collectively: Bounty Aggreg8r,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBw5q,4.56,390,58437032,0,15719073,42717959,YES,24400,NOT FUNDED,4773,USD,Over Budget
Fund08,dRep's Code of Ethics+Bridges Asia,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBvsM,3.53,213,121675363,0,10162876,111512487,YES,3800,FUNDED,81200,USD,
Fund08,Drive Secure Community Chat Servers,DApps and Integrations,https://app.ideascale.com/t/UM5UZBu1e,1.56,114,24747025,0,26249246,-1502221,NO,112000,NOT FUNDED,1000,USD,Approval Threshold
Fund08,DROP: Creative NFT solution (B2B),Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvtn,3.76,104,23985927,0,24364683,-378756,NO,100000,NOT FUNDED,5464,USD,Approval Threshold
Fund08,dTeach - building a donor pool,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZButO,4.67,162,51813404,0,6665286,45148118,YES,20000,FUNDED,178082,USD,
Fund08,DUB popular ADA Video for the World,Film + Media (FAM) creatives un,https://app.ideascale.com/t/UM5UZBva5,2.33,79,15134202,0,17400770,-2266568,NO,10000,NOT FUNDED,2700,USD,Approval Threshold
Fund08,Dubai Cardano Meetup,New Member Onboarding,https://app.ideascale.com/t/UM5UZBwgb,3.19,79,18784776,0,12387529,6397247,NO,5000,NOT FUNDED,11128,USD,Approval Threshold
Fund08,Duo - (Alpha) - Mobile App,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBw4J,4.58,184,37417923,0,11410788,26007135,YES,68500,NOT FUNDED,1683,USD,Over Budget
Fund08,Duo - (Alpha) - Web App,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBw41,4.75,262,68853194,0,9574807,59278387,YES,39500,FUNDED,73833,USD,
Fund08,Duo - Afrikaans Gameplay,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBw4d,4.33,109,33784451,0,4282276,29502175,YES,4750,FUNDED,1499,USD,Funded by leftovers
Fund08,Duo - Brazilian Portuguese Gameplay,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBw3s,4.73,207,50787403,0,11996115,38791288,YES,4750,FUNDED,6433,USD,
Fund08,Duo - Filipino Gameplay,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZBw4c,4.17,104,43067905,0,3016471,40051434,YES,4750,FUNDED,10160,USD,
Fund08,Duo - German Gameplay,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBw4t,4.6,157,50103735,0,5617461,44486274,YES,4750,FUNDED,69083,USD,
Fund08,Duo - Spanish Gameplay,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBw4n,4.25,136,46705012,0,8822281,37882731,YES,4750,FUNDED,1683,USD,
Fund08,DYOR Tool,Open Standards & Interoperabili,https://app.ideascale.com/t/UM5UZBuj5,5,372,113499565,0,4903996,108595569,YES,31600,FUNDED,448400,USD,
Fund08,Earn incentives by contributing,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBukl,4,174,50309053,0,10382786,39926267,YES,23000,NOT FUNDED,21050,USD,Over Budget
Fund08,East Africa Cardano Innovation Hub,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBwg1,3.47,73,24373543,0,12360492,12013051,NO,37400,NOT FUNDED,113,USD,Approval Threshold
Fund08,East African Catalyst developers,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBwFw,3.22,231,33167419,0,17554215,15613204,YES,18000,NOT FUNDED,4773,USD,Over Budget
Fund08,Eastern Catalyst School,New Member Onboarding,https://app.ideascale.com/t/UM5UZBw5c,4.6,206,67470377,0,3407835,64062542,YES,27260,FUNDED,142740,USD,
Fund08,Eastern Town Hall Team Operation,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBwgs,4.81,370,124095533,0,4462834,119632699,YES,22500,FUNDED,379900,USD,
Fund08,EcoSeed,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvkP,2.17,104,22652118,0,22217596,434522,NO,500000,NOT FUNDED,332,USD,Approval Threshold
Fund08,Education Material for Workshops,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBvmH,4.5,160,49997618,0,3416834,46580784,YES,6598,FUNDED,52862,USD,
Fund08,Educational Platform - Cardano Cube,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBvSN,3.61,83,26296678,0,12287768,14008910,YES,5200,FUNDED,332,USD,
Fund08,Educational tool kit f/ legislators,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvqO,3.87,145,38842282,0,16297342,22544940,YES,66125,NOT FUNDED,24720,USD,Over Budget
Fund08,Employment Credentials in Zanzibar,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZButc,3.75,108,44932356,0,4103790,40828566,YES,17500,NOT FUNDED,15362,USD,Over Budget
Fund08,Employment Credentials on PRISM,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZButR,3.78,122,50942155,0,6954525,43987630,YES,60900,NOT FUNDED,35334,USD,Over Budget
Fund08,Empower 400 marginalized girls,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZBwKz,3.5,81,24094879,0,12093833,12001046,NO,15000,NOT FUNDED,113,USD,Approval Threshold
Fund08,Empower thru Project Based Learning,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBwzA,4.83,372,75390875,0,19461425,55929450,YES,36000,FUNDED,181270,USD,
Fund08,Enable Cardano DAO for new users,Open Source Development Ecosyst,https://app.ideascale.com/t/UM5UZBvkh,2.78,143,28492588,0,19358072,9134516,YES,35000,NOT FUNDED,700,USD,Over Budget
Fund08,Enable educated CA decisions,Community Advisor Improvements,https://app.ideascale.com/t/UM5UZBvNY,2.36,128,23859310,0,21239421,2619889,NO,15000,NOT FUNDED,6860,USD,Approval Threshold
Fund08,Enterprise Operating System,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvvX,4.2,103,16639874,0,17903334,-1263460,NO,45000,NOT FUNDED,5464,USD,Approval Threshold
Fund08,ERC721 & ERC-1155 for Milkomeda,Cross-Chain Collaboration,https://app.ideascale.com/t/UM5UZBvrJ,4.53,777,286181977,0,9841567,276340410,YES,20000,FUNDED,380000,USD,
Fund08,"Erdstall: instant TXs, L2 NFT mints",Cardano scaling solutions,https://app.ideascale.com/t/UM5UZBvmc,3.33,226,33761871,0,29050529,4711342,YES,450000,NOT FUNDED,217472,USD,Over Budget
Fund08,Escrow Smart Contract for dApps 🔥,DApps and Integrations,https://app.ideascale.com/t/UM5UZBvXI,4.33,181,55233051,0,4509301,50723750,YES,3000,FUNDED,752680,USD,
Fund08,ESG-Compliant Enterprise Staking,Business Solutions (B2B & B2C),https://app.ideascale.com/t/UM5UZBvMP,4.25,100,31833220,0,9964313,21868907,YES,28700,NOT FUNDED,10464,USD,Over Budget
Fund08,Esports Aegis Platform,Gamers On - Chained,https://app.ideascale.com/t/UM5UZBw8M,2.4,89,22614048,0,16745719,5868329,YES,50000,NOT FUNDED,803,USD,Over Budget
Fund08,Establish Center for Coin Liberty,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBvXo,4.5,249,54084910,0,2773080,51311830,YES,40000,FUNDED,182670,USD,
Fund08,ESTATI - real estate investments,DApps and Integrations,https://app.ideascale.com/t/UM5UZBup8,3.33,92,24483591,0,14191632,10291959,YES,11000,NOT FUNDED,2000,USD,Over Budget
