Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Ccy
Fund07,Model Contracts for DeFi Loans,Boosting Cardanos DeFi,https://app.ideascale.com/t/UM5UZBqzs,2.13,275,18079812,0,19961810,-1881998,NO,25400,NOT FUNDED,5940,Approval Threshold,USD
Fund07,MODEL ICT HUB FOR DEPRIVED STUDENTS,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBrel,4.39,133,52316329,0,18068206,34248123,YES,24000,NOT FUNDED,2097,Over Budget,USD
Fund07,Money Management Game for Minors,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBqlE,2.08,146,16603616,0,15562719,1040897,NO,50000,NOT FUNDED,624,Approval Threshold,USD
Fund07,Monitoring solution for a node,New SPO Business Opportunities,https://app.ideascale.com/t/UM5UZBrEz,3.67,136,41567093,0,19282748,22284345,YES,23000,NOT FUNDED,8800,Over Budget,USD
Fund07,More activities with investors,Community Events,https://app.ideascale.com/t/UM5UZBqav,1.28,226,14618643,0,24070463,-9451820,NO,2500,NOT FUNDED,1119,Approval Threshold,USD
Fund07,MSM Merchant Fund,Seeding Cardanos Grassroots DeF,https://app.ideascale.com/t/UM5UZBqpx,2.75,127,17826962,0,23429949,-5602987,NO,185000,NOT FUNDED,3860,Approval Threshold,USD
Fund07,Multilingual Communication Centre,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBrLS,1.71,302,19235925,0,34241032,-15005107,NO,20000,NOT FUNDED,4500,Approval Threshold,USD
Fund07,Multilingual dynamic Q&A,Multilingual resources,https://app.ideascale.com/t/UM5UZBrNy,3.33,98,27745280,0,10952859,16792421,YES,4700,NOT FUNDED,1078,Over Budget,USD
Fund07,Multilingual quality content,Multilingual resources,https://app.ideascale.com/t/UM5UZBqlx,3.24,98,15913451,0,26964453,-11051002,NO,53000,NOT FUNDED,1078,Approval Threshold,USD
Fund07,Municipalism via Cardano,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBqzD,2.67,93,23916442,0,21420674,2495768,NO,92160,NOT FUNDED,20515,Approval Threshold,USD
Fund07,MUSEVERSE: AI bridge to Metaverse,A.I. & SingularityNet a $5T mar,https://app.ideascale.com/t/UM5UZBrKt,3.89,196,50554176,0,6596766,43957410,YES,50000,NOT FUNDED,17725,Over Budget,USD
Fund07,Music NFT Launchpad,DApps & Integrations,https://app.ideascale.com/t/UM5UZBrNP,3.5,183,47129533,0,9794957,37334576,YES,20500,NOT FUNDED,1350,Over Budget,USD
Fund07,Musicmerge - Decentralized ( Song ),Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBrAj,4,117,29051465,0,23586942,5464523,YES,15700,NOT FUNDED,2097,Over Budget,USD
Fund07,Naisula and Aida,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBqtU,1.4,159,14530081,0,19340828,-4810747,NO,30000,NOT FUNDED,624,Approval Threshold,USD
Fund07,NANO Frames - Digital CNFT Frames,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBqfD,4.08,110,34202711,0,20578881,13623830,YES,40000,NOT FUNDED,3495,Over Budget,USD
Fund07,Nation-ready scalability research,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBrYv,3.17,360,179605121,0,15430995,164174126,YES,75000,FUNDED,450000,,USD
Fund07,Native Collections (CNFT Pinterest),MiniLow-Budget Dapps & Integrat,https://app.ideascale.com/t/UM5UZBrd9,1.27,99,16914849,0,22707188,-5792339,NO,7500,NOT FUNDED,46442,Approval Threshold,USD
Fund07,Native Tokenomics Template,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBrf8,1.33,85,16975383,0,21960801,-4985418,NO,10000,NOT FUNDED,3495,Approval Threshold,USD
Fund07,Near Field Query tap authentication,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBrVt,3.67,92,19382082,0,22003117,-2621035,NO,35000,NOT FUNDED,3495,Approval Threshold,USD
Fund07,Network of policy advocates,Lobbying for favorable legislat,https://app.ideascale.com/t/UM5UZBq9y,4,386,72605933,0,14968072,57637861,YES,9700,NOT FUNDED,4500,Over Budget,USD
Fund07,Networking/Education LATAM,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBrTR,4.5,182,66385528,0,12113193,54272335,YES,53000,FUNDED,85505,,USD
Fund07,New d-EdTech Platform for LatAm,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBqYw,4.67,300,109327718,0,6268567,103059151,YES,51040,FUNDED,385972,,USD
Fund07,New wallet for all OST participant,DApps & Integrations,https://app.ideascale.com/t/UM5UZBrRm,2.78,148,14907474,0,16685343,-1777869,NO,75000,NOT FUNDED,1350,Approval Threshold,USD
Fund07,Newcomer Resources en Español,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBqc8,4.6,290,74687537,0,1316841,73370696,YES,8000,FUNDED,248606,,USD
Fund07,NFT Based Authentication,Open Source Developer Ecosystem,https://app.ideascale.com/t/UM5UZBrbF,4.8,457,105365590,0,7749918,97615672,YES,12500,FUNDED,56100,,USD
Fund07,NFT Floor-Update,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBrby,2.2,87,17317311,0,22718091,-5400780,NO,35000,NOT FUNDED,3495,Approval Threshold,USD
Fund07,NFT for food value chain resilience,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBqYh,4.17,170,83208890,0,5896872,77312018,YES,5000,FUNDED,44515,,USD
Fund07,NFT Game Assets API - [Revelar],Gamers On-Chained,https://app.ideascale.com/t/UM5UZBrLj,4.67,402,106981840,0,4337354,102644486,YES,10300,FUNDED,12274,,USD
Fund07,NFT Guild,Community Events,https://app.ideascale.com/t/UM5UZBrMl,4.29,332,58951882,0,9227148,49724734,YES,10000,FUNDED,1119,,USD
Fund07,NFT market place to metaverse,DApps & Integrations,https://app.ideascale.com/t/UM5UZBqjH,2,146,15357776,0,16446756,-1088980,NO,21000,NOT FUNDED,1350,Approval Threshold,USD
Fund07,NFT MARKETPLACE LATIN AMERICA,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBqjP,2.2,111,15248102,0,21926121,-6678019,NO,25000,NOT FUNDED,225,Approval Threshold,USD
Fund07,NFT Picture Profile AI generator,A.I. & SingularityNet a $5T mar,https://app.ideascale.com/t/UM5UZBrJh,4.17,211,69648255,0,6506662,63141593,YES,22500,FUNDED,27625,,USD
Fund07,NFT pools for game asset swaps,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBrNv,3.89,152,29109955,0,10735832,18374123,YES,15000,NOT FUNDED,624,Over Budget,USD
Fund07,NFT Trading Platform / DApp,DApps & Integrations,https://app.ideascale.com/t/UM5UZBq7T,3.22,148,16221670,0,15537194,684476,NO,23880,NOT FUNDED,1350,Approval Threshold,USD
Fund07,NFT Verification Tool (Open-Source),DApps & Integrations,https://app.ideascale.com/t/UM5UZBqvU,4.75,609,94096206,0,9151676,84944530,YES,35000,NOT FUNDED,1350,Over Budget,USD
Fund07,NFT Vetted Calendar,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBrbm,1.78,89,16653759,0,23291178,-6637419,NO,29000,NOT FUNDED,3495,Approval Threshold,USD
Fund07,NFT-authorized NFT-minter contract,Open Source Developer Ecosystem,https://app.ideascale.com/t/UM5UZBrfF,4.25,138,34256077,0,19428368,14827709,YES,7000,NOT FUNDED,195,Over Budget,USD
Fund07,NFT-DAO Boxcar Framework Contracts,DApps & Integrations,https://app.ideascale.com/t/UM5UZBqqK,3.83,158,26757318,0,16848210,9909108,YES,29600,NOT FUNDED,1350,Over Budget,USD
Fund07,NFTPass - NFT Ticketing Solution,DApps & Integrations,https://app.ideascale.com/t/UM5UZBqem,3.08,154,16584473,0,15317908,1266565,NO,40000,NOT FUNDED,1350,Approval Threshold,USD
Fund07,NFTree protocol,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBqvP,1.48,97,14558267,0,24750076,-10191809,NO,70000,NOT FUNDED,3495,Approval Threshold,USD
Fund07,NFTs for a better world,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBqYV,3.67,87,17273539,0,19769877,-2496338,NO,40000,NOT FUNDED,3495,Approval Threshold,USD
Fund07,NFTs to own one's own data and IP,A.I. & SingularityNet a $5T mar,https://app.ideascale.com/t/UM5UZBrWy,3.5,128,42351022,0,10081687,32269335,YES,39000,NOT FUNDED,17725,Over Budget,USD
Fund07,NFTSwap ~ making NFTs fungible,Seeding Cardanos Grassroots DeF,https://app.ideascale.com/t/UM5UZBq87,1,151,17021147,0,27872387,-10851240,NO,200000,NOT FUNDED,3860,Approval Threshold,USD
Fund07,NLP Applied to Conflict Resolution,A.I. & SingularityNet a $5T mar,https://app.ideascale.com/t/UM5UZBrEq,3.89,133,39344977,0,14035325,25309652,YES,24000,NOT FUNDED,1725,Over Budget,USD
Fund07,"No code, audited Smart Contracts",DApps & Integrations,https://app.ideascale.com/t/UM5UZBquY,4.78,665,126635128,0,9785911,116849217,YES,20000,FUNDED,65250,,USD
Fund07,No-Code NFT Generator [Revelar],Gamers On-Chained,https://app.ideascale.com/t/UM5UZBrKi,4.5,279,85838279,0,4874637,80963642,YES,13600,NOT FUNDED,12274,Over Budget,USD
Fund07,No-Code SSI SaaS for mass adoption,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBrgz,4.57,246,85685426,0,2576731,83108695,YES,30000,FUNDED,159860,,USD
Fund07,NOETH: Cardano for science in LATAM,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBqyp,4.53,193,76014303,0,5676968,70337335,YES,30000,FUNDED,178506,,USD
Fund07,Northeast Argentinian Community,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBqYM,3.87,128,63821303,0,3797236,60024067,YES,4000,FUNDED,19597,,USD
Fund07,Nourish LATAM: Spirulina & Cardano,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBqbL,2.1,113,14841985,0,22414535,-7572550,NO,50000,NOT FUNDED,225,Approval Threshold,USD
Fund07,NuNet: Decentralized SPO Computing,A.I. & SingularityNet a $5T mar,https://app.ideascale.com/t/UM5UZBrJz,4.92,1123,199732782,0,1123600,198609182,YES,120000,FUNDED,380000,,USD
Fund07,OctoWars - a DCCG based world,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBqtB,2.22,146,16108459,0,17505456,-1396997,NO,125000,NOT FUNDED,624,Approval Threshold,USD
Fund07,ODEURADA,MiniLow-Budget Dapps & Integrat,https://app.ideascale.com/t/UM5UZBq0J,1.89,92,14450385,0,22022002,-7571617,NO,10000,NOT FUNDED,46442,Approval Threshold,USD
Fund07,Odoo plugin,Catalyst Natives COTI Pay with ,https://app.ideascale.com/t/UM5UZBrEx,4.52,1007,142470664,0,8581780,133888884,YES,17500,FUNDED,14540,,USD
Fund07,Olon CNFT physical gallery London,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBqx7,4.44,150,30944280,0,20041675,10902605,YES,98000,NOT FUNDED,2097,Over Budget,USD
Fund07,OMIMIMO The Pure Water CNFTGame,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBqW8,3.5,148,46975840,0,10309905,36665935,YES,59000,NOT FUNDED,624,Over Budget,USD
Fund07,On line local Area shopping by ADA,Connecting Japan日本 Community,https://app.ideascale.com/t/UM5UZBqf0,2.8,326,110549650,0,10201775,100347875,YES,5000,FUNDED,6500,,USD
Fund07,On-Chain Data Analytics,Boosting Cardanos DeFi,https://app.ideascale.com/t/UM5UZBrKP,4.8,2235,312524109,0,4979911,307544198,YES,92820,FUNDED,327180,,USD
Fund07,Onboard German Industry !,Multilingual resources,https://app.ideascale.com/t/UM5UZBrSK,4.75,397,110151578,0,2568509,107583069,YES,7500,FUNDED,77500,,USD
Fund07,Onboard Latin-American Industry!,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBrRg,4.53,216,77596280,0,2228159,75368121,YES,7500,FUNDED,256606,,USD
Fund07,Onboard Manufacturing Industry !,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBrSE,4.78,235,94830899,0,4985710,89845189,YES,7500,FUNDED,110520,,USD
Fund07,Onboarding Untapped Communities,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBqdt,3.89,151,29243871,0,20588156,8655715,YES,50000,NOT FUNDED,624,Over Budget,USD
Fund07,One-Click ₳ Pay,Catalyst Natives COTI Pay with ,https://app.ideascale.com/t/UM5UZBrTv,3.76,873,83686576,0,18300035,65386541,YES,45000,NOT FUNDED,9951,Over Budget,USD
Fund07,Open Data Public Notary,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBrd7,4.56,386,128811209,0,1447659,127363550,YES,20800,FUNDED,282240,,USD
Fund07,open source automation for cardano,DApps & Integrations,https://app.ideascale.com/t/UM5UZBq4g,3.75,174,29018807,0,17095067,11923740,YES,2500,NOT FUNDED,1350,Over Budget,USD
Fund07,Open Source Credential Wallet,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBqqk,4.78,593,135993505,0,2692183,133301322,YES,39000,FUNDED,312300,,USD
Fund07,Open Source for the environment,Open Source Developer Ecosystem,https://app.ideascale.com/t/UM5UZBqjB,3.56,122,19070348,0,27883141,-8812793,NO,4380,NOT FUNDED,195,Approval Threshold,USD
Fund07,Open Source Guide: Off-Grid Pi Node,Global Sustainable Indep. SPOs,https://app.ideascale.com/t/UM5UZBrK5,5,483,110823223,0,2204682,108618541,YES,3500,FUNDED,96500,,USD
Fund07,Open Source Identity Wallet,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBrBY,3.92,176,29852643,0,10779773,19072870,YES,47500,NOT FUNDED,18120,Over Budget,USD
Fund07,Open source scalable OST ecosystem,Open Source Developer Ecosystem,https://app.ideascale.com/t/UM5UZBrTl,2.56,127,17494329,0,27951003,-10456674,NO,90000,NOT FUNDED,195,Approval Threshold,USD
Fund07,Open Source Social Account Verifier,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBqzj,4.17,149,49937354,0,4610590,45326764,YES,40000,NOT FUNDED,23120,Over Budget,USD
Fund07,Open-source Catalyst voting app,DAOs ❤ Cardano,https://app.ideascale.com/t/UM5UZBrFK,3.06,264,44510158,0,15124290,29385868,YES,75000,NOT FUNDED,16173,Over Budget,USD
Fund07,Open-sourcing Blockfrost API,Open Source Developer Ecosystem,https://app.ideascale.com/t/UM5UZBrd1,4.67,602,160386994,0,9793632,150593362,YES,119000,FUNDED,28668,Funded by leftovers,USD
Fund07,OpenScienceNFT Marketplace,DApps & Integrations,https://app.ideascale.com/t/UM5UZBran,5,1322,229711277,0,6106817,223604460,YES,23700,FUNDED,226300,,USD
Fund07,Opensource PHP SDK for COTI ADA Pay,Catalyst Natives COTI Pay with ,https://app.ideascale.com/t/UM5UZBrJw,3.11,562,59957940,0,12515381,47442559,YES,32800,NOT FUNDED,9951,Over Budget,USD
Fund07,Outreach Campaign,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBrgc,4.44,145,41291732,0,20098053,21193679,YES,19200,NOT FUNDED,3495,Over Budget,USD
Fund07,Oxford student hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBqhi,4.62,231,79042353,0,958950,78083403,YES,7590,FUNDED,61298,,USD
Fund07,P2P Currency Exchange with DEFI,Boosting Cardanos DeFi,https://app.ideascale.com/t/UM5UZBqmS,4.44,619,80017273,0,10494889,69522384,YES,30000,NOT FUNDED,15540,Over Budget,USD
Fund07,P2P dApp for sharing tech gadgets.,DApps & Integrations,https://app.ideascale.com/t/UM5UZBqgV,3.62,150,26373968,0,20092188,6281780,YES,56000,NOT FUNDED,1350,Over Budget,USD
Fund07,P2P Manufacturing with Adosia IoT,DApps & Integrations,https://app.ideascale.com/t/UM5UZBrfc,4.07,247,42600128,0,17746744,24853384,YES,40000,NOT FUNDED,1350,Over Budget,USD
Fund07,P2P Transactions based on Trust,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBrCC,4.33,177,78227488,0,4188473,74039015,YES,48240,FUNDED,89620,,USD
Fund07,P2P:Trade Cardano tokens with Cash,Seeding Cardanos Grassroots DeF,https://app.ideascale.com/t/UM5UZBrCb,4.67,579,168758501,0,2456039,166302462,YES,50000,FUNDED,138000,,USD
Fund07,PAB Container Log Processor,Open Source Developer Ecosystem,https://app.ideascale.com/t/UM5UZBrTd,4.33,216,71945722,0,9394903,62550819,YES,3500,FUNDED,21700,,USD
Fund07,PAB promotion in Japan,Connecting Japan日本 Community,https://app.ideascale.com/t/UM5UZBqiT,3.27,335,136531383,0,8682773,127848610,YES,5000,FUNDED,11500,,USD
Fund07,PACE: Community credentials 2,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBqjb,5,658,158968316,0,2019465,156948851,YES,18200,FUNDED,406800,,USD
Fund07,PACE: Skills credentials,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBqje,4.75,335,88653550,0,3165549,85488001,YES,24500,FUNDED,189860,,USD
Fund07,PanDAO: Focus on interoperability,DAOs ❤ Cardano,https://app.ideascale.com/t/UM5UZBrad,4.67,767,124578425,0,4677645,119900780,YES,57700,FUNDED,312313,,USD
Fund07,Paperless Cross-Border Trade,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBqrv,4.83,665,163935684,0,4395870,159539814,YES,146960,FUNDED,303040,,USD
Fund07,Pathform LATAM: Custom growth paths,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBrW7,4.53,182,52129918,0,11884138,40245780,YES,35460,NOT FUNDED,225,Over Budget,USD
Fund07,Pathform: Custom growth paths,A.I. & SingularityNet a $5T mar,https://app.ideascale.com/t/UM5UZBrSS,4.75,472,87803911,0,9386715,78417196,YES,89925,FUNDED,70125,,USD
Fund07,"Peace Blockchain Study, Colombia","Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBrPi,3.28,106,15775502,0,18757996,-2982494,NO,7000,NOT FUNDED,225,Approval Threshold,USD
Fund07,Penny Lane Liverpool Philosophy Hub,Scale-UP Cardanos Community Hub,https://app.ideascale.com/t/UM5UZBrD7,4.83,289,68257814,0,21150527,47107287,YES,25755,NOT FUNDED,2097,Over Budget,USD
Fund07,Personal Identity Management,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBrfq,4.11,184,64127999,0,4335667,59792332,YES,25000,NOT FUNDED,20515,Over Budget,USD
Fund07,Philanthropy & positive change,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBq6R,2.73,85,15288534,0,22567284,-7278750,NO,18000,NOT FUNDED,3495,Approval Threshold,USD
Fund07,Pioneer Program Kick-Off In Person,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBqjX,3.25,94,15704372,0,16158165,-453793,NO,25000,NOT FUNDED,13120,Approval Threshold,USD
Fund07,Platform for Cardano Solar Farms,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBrQ5,4.56,310,102884538,0,2645246,100239292,YES,14400,FUNDED,371572,,USD
Fund07,Platform for painters,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBrJd,1.72,157,14829854,0,17992276,-3162422,NO,30000,NOT FUNDED,624,Approval Threshold,USD
Fund07,Platform for philosophers AIs,A.I. & SingularityNet a $5T mar,https://app.ideascale.com/t/UM5UZBqjO,1.44,131,14950542,0,18747883,-3797341,NO,100000,NOT FUNDED,1725,Approval Threshold,USD
Fund07,Play-to-Earn NFT Football game,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBrAS,1.75,160,15059072,0,17675213,-2616141,NO,60000,NOT FUNDED,624,Approval Threshold,USD
Fund07,Plug-n-Play NFT/GameFi Toolkit,Gamers On-Chained,https://app.ideascale.com/t/UM5UZBrS8,3.75,191,37127663,0,20077436,17050227,YES,150000,NOT FUNDED,624,Over Budget,USD
Fund07,PLUTUS/CATALYST RESOURCE IN SWAHILI,Multilingual resources,https://app.ideascale.com/t/UM5UZBq2i,3.38,109,33285853,0,8055897,25229956,YES,20000,NOT FUNDED,1078,Over Budget,USD
Fund07,Port BrightID,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBq0t,2.17,96,15406791,0,13080562,2326229,NO,9000,NOT FUNDED,13120,Approval Threshold,USD
Fund07,Portal: NFQ's digital asset mgmt.,DApps & Integrations,https://app.ideascale.com/t/UM5UZBrVl,4.58,237,47329434,0,9730432,37599002,YES,35000,NOT FUNDED,1350,Over Budget,USD
Fund07,Portuguese onboarding Video Series,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBqww,3.42,132,36471086,0,7026586,29444500,YES,6000,NOT FUNDED,225,Over Budget,USD
Fund07,Pre-installed stakepool boxes,Global Sustainable Indep. SPOs,https://app.ideascale.com/t/UM5UZBqi3,4.33,168,42454242,0,13170870,29283372,YES,12900,NOT FUNDED,250,Over Budget,USD
Fund07,Presenting auf Deutsch !,Multilingual resources,https://app.ideascale.com/t/UM5UZBrSI,4.42,173,71921851,0,4001360,67920491,YES,7500,FUNDED,32928,,USD
Fund07,Prevent Attacks on Cardano,Disarm cyber disinformation att,https://app.ideascale.com/t/UM5UZBqp7,3.39,332,64217931,0,7676531,56541400,YES,33000,NOT FUNDED,10500,Over Budget,USD
Fund07,Procedural 3D content creation tool,Open Source Developer Ecosystem,https://app.ideascale.com/t/UM5UZBq5b,4.11,112,29414421,0,16956243,12458178,YES,9000,NOT FUNDED,195,Over Budget,USD
Fund07,Product Exhibition from Shikoku,Connecting Japan日本 Community,https://app.ideascale.com/t/UM5UZBqfr,2.78,305,101629824,0,10801155,90828669,YES,5000,FUNDED,1500,,USD
Fund07,Professional Accounting/Tax Advice,Catalyst Accelerator & Mentors,https://app.ideascale.com/t/UM5UZBrB7,4,173,63325790,0,2140217,61185573,YES,10000,FUNDED,182460,,USD
Fund07,Progress and KPI reporting tool,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBqwQ,4.67,386,89440334,0,1188175,88252159,YES,16100,FUNDED,45800,,USD
Fund07,Project Audits by Challenge Teams,Improve and Grow Auditability,https://app.ideascale.com/t/UM5UZBq6T,3.61,137,23195808,0,17796301,5399507,YES,45000,NOT FUNDED,2327,Over Budget,USD
Fund07,Project Catalyst HeartBeat,Community Events,https://app.ideascale.com/t/UM5UZBrY2,4.03,263,34536805,0,11419700,23117105,YES,16000,NOT FUNDED,1119,Over Budget,USD
Fund07,Project Catapult: None left behind,DApps & Integrations,https://app.ideascale.com/t/UM5UZBrJC,4.5,250,70615355,0,5730642,64884713,YES,11250,NOT FUNDED,1350,Over Budget,USD
Fund07,Project Dejene: Modernizing Defi,Boosting Cardanos DeFi,https://app.ideascale.com/t/UM5UZBrgH,1.81,272,18352681,0,24235241,-5882560,NO,30000,NOT FUNDED,5940,Approval Threshold,USD
Fund07,Project Evaluation Website,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBqfQ,4.96,333,64936281,0,13114992,51821289,YES,16875,FUNDED,7845,,USD
Fund07,Project-viewer for Catalyst,Catalyst - Rapid Funding Mechan,https://app.ideascale.com/t/UM5UZBqnF,3.39,231,29249099,0,7313218,21935881,NO,5000,NOT FUNDED,4500,Approval Threshold,USD
Fund07,Proposal Framework Tool - AIM,Open Source Developer Ecosystem,https://app.ideascale.com/t/UM5UZBrHC,4.78,269,93272288,0,6320126,86952162,YES,7400,FUNDED,48700,,USD
Fund07,Proposal Workshop,Catalyst - Rapid Funding Mechan,https://app.ideascale.com/t/UM5UZBrDy,4.56,401,71129260,0,8616554,62512706,YES,21915,NOT FUNDED,4500,Over Budget,USD
Fund07,Proposals Mentors Marketplace -Cont,Catalyst Accelerator & Mentors,https://app.ideascale.com/t/UM5UZBq4e,4.46,197,72164516,0,4482052,67682464,YES,35000,FUNDED,277460,,USD
Fund07,PRToken,DApps & Integrations,https://app.ideascale.com/t/UM5UZBqdR,2.44,134,14833809,0,16244022,-1410213,NO,28000,NOT FUNDED,1350,Approval Threshold,USD
Fund07,Public Task and Job Management,Nation Building Dapps,https://app.ideascale.com/t/UM5UZBrLU,3.67,110,19397448,0,15971217,3426231,NO,24000,NOT FUNDED,20515,Approval Threshold,USD
Fund07,Publishers Information Hub,Disarm cyber disinformation att,https://app.ideascale.com/t/UM5UZBrKI,2.67,205,24189575,0,19505205,4684370,YES,10000,NOT FUNDED,6873,Over Budget,USD
Fund07,QA-DAO Transcription Service,Community Events,https://app.ideascale.com/t/UM5UZBrDv,4.71,519,94138491,0,10197290,83941201,YES,39053,FUNDED,92716,,USD
Fund07,Qinesis: QiGong & mindfulness Dapp,MiniLow-Budget Dapps & Integrat,https://app.ideascale.com/t/UM5UZBrH7,3.87,115,20972038,0,16295550,4676488,YES,9800,FUNDED,63441,,USD
Fund07,QR Code NFT Distribution Tool,MiniLow-Budget Dapps & Integrat,https://app.ideascale.com/t/UM5UZBqz3,1.67,99,15614848,0,22564062,-6949214,NO,10000,NOT FUNDED,46442,Approval Threshold,USD
Fund07,RAEDA,Catalyst Natives COTI Pay with ,https://app.ideascale.com/t/UM5UZBrMD,1.7,424,30096350,0,23392600,6703750,YES,40000,NOT FUNDED,9951,Over Budget,USD
Fund07,RainMaker - DeFi to GSM (WADA),Boosting Cardanos DeFi,https://app.ideascale.com/t/UM5UZBqi6,4.56,552,89073284,0,14583031,74490253,YES,25000,NOT FUNDED,15540,Over Budget,USD
Fund07,Rapid Funding with ML Voting Agents,Catalyst - Rapid Funding Mechan,https://app.ideascale.com/t/UM5UZBrBg,4.89,1004,166264297,0,8886446,157377851,YES,96000,FUNDED,154000,,USD
Fund07,Rarety - SC based NFT drop platform,MiniLow-Budget Dapps & Integrat,https://app.ideascale.com/t/UM5UZBrbh,3.93,139,36779820,0,16138330,20641490,YES,10000,FUNDED,103241,,USD
Fund07,Raspberry /SPO Project,New SPO Business Opportunities,https://app.ideascale.com/t/UM5UZBq24,3.44,263,107774849,0,17473912,90300937,YES,100000,FUNDED,94700,,USD
Fund07,RAZ Finance: Decentralized Impact,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBrce,3.89,99,38612134,0,18834945,19777189,YES,30000,NOT FUNDED,3495,Over Budget,USD
Fund07,Real Estate Dao,"Grow Latin America, Grow Cardan",https://app.ideascale.com/t/UM5UZBrPP,1.61,126,15747924,0,23909837,-8161913,NO,90000,NOT FUNDED,225,Approval Threshold,USD
Fund07,Real Estate Fractional Ownership,Boosting Cardanos DeFi,https://app.ideascale.com/t/UM5UZBrCP,2.13,312,22547735,0,22369682,178053,NO,25000,NOT FUNDED,5940,Approval Threshold,USD
Fund07,real estate sector lacks a DEFI,Boosting Cardanos DeFi,https://app.ideascale.com/t/UM5UZBrPw,1.33,387,19384383,0,36838450,-17454067,NO,50000,NOT FUNDED,5940,Approval Threshold,USD
Fund07,Real world products,Miscellaneous Challenge,https://app.ideascale.com/t/UM5UZBqvv,2.14,105,14927288,0,24246473,-9319185,NO,100000,NOT FUNDED,3495,Approval Threshold,USD
Fund07,Realtok DAO to include ADA pay,Boosting Cardanos DeFi,https://app.ideascale.com/t/UM5UZBrP5,2.22,274,18543781,0,23261653,-4717872,NO,50000,NOT FUNDED,5940,Approval Threshold,USD
Fund07,Receipt Wallet,MiniLow-Budget Dapps & Integrat,https://app.ideascale.com/t/UM5UZBrcY,2.33,98,18232278,0,20535998,-2303720,NO,10000,NOT FUNDED,46442,Approval Threshold,USD
Fund07,Recruitment utilising Atala PRISM,Accelerate Decentralized Identi,https://app.ideascale.com/t/UM5UZBrfC,3.58,134,68616691,0,7593158,61023533,YES,60000,NOT FUNDED,29620,Over Budget,USD
