Fund,Proposal,Challenge,Link,Overall score,Votes cast,YES,ABSTAIN,NO,Result,Meets approval threshold,REQUESTED,STATUS,FUND DEPLETION,Reason for not funded status,Ccy,URL,proposal_id,Funding category,challenge_id,Rating,No. Assessments
Fund09,"ARTS, COMICS AND NFT IN GABON","Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1pj,3.29,114,4819359,0,23397811,-18578452,NO,21800,NOT FUNDED,415,Approval Threshold,,https://cardano.ideascale.com/a/dtd/422947-48088,422947,"F9: Grow Africa, Grow Cardano",26600,3.29,7
Fund09,CARDANO HUB IN CKT,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1uj,3.28,111,3084218,0,21344231,-18260013,NO,25000,NOT FUNDED,415,Approval Threshold,,https://cardano.ideascale.com/a/dtd/423252-48088,423252,"F9: Grow Africa, Grow Cardano",26600,3.28,13
Fund09,Cardano ERP - Main Project,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Ov,3.28,218,2911223,0,160364067,-157452844,NO,491400,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/417652-48088,417652,"F9: Dapps, Products & Integrations",26595,3.28,6
Fund09,Community Consensus Certifications,Developer Ecosystem,https://app.ideascale.com/t/UM5UZBzXd,3.27,146,2514786,0,24370884,-21856098,NO,9500,NOT FUNDED,780,Approval Threshold,,https://cardano.ideascale.com/a/dtd/414462-48088,414462,F9: Developer Ecosystem,26597,3.27,5
Fund09,Event Calendar on CardanoProjects,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB1au,3.27,142,25459546,0,35866396,-10406850,NO,6600,NOT FUNDED,1021,Approval Threshold,,https://cardano.ideascale.com/a/dtd/422043-48088,422043,"F9: Grow East Asia, Grow Cardano",26602,3.27,5
Fund09,Multichain multisig wallet,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1Uy,3.27,129,3164000,0,21615484,-18451484,NO,15000,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/421742-48088,421742,"F9: Dapps, Products & Integrations",26595,3.27,5
Fund09,paoDAO School of Blockchain,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1tc,3.27,280,19882466,0,25713816,-5831350,NO,34200,NOT FUNDED,590,Approval Threshold,,https://cardano.ideascale.com/a/dtd/423184-48088,423184,F9: DAOs <3 Cardano,26594,3.27,5
Fund09,Cardano Brazil Meetup Hub Students,Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB0bA,3.26,189,11432944,0,30032555,-18599611,NO,19800,NOT FUNDED,28110,Approval Threshold,,https://cardano.ideascale.com/a/dtd/418338-48088,418338,F9: Challenge & Scouted for Students🎓,26599,3.26,19
Fund09,linkslist - decentralised bio site,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0NJ,3.26,128,1514340,0,21780911,-20266571,NO,12000,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/417554-48088,417554,"F9: Dapps, Products & Integrations",26595,3.26,9
Fund09,DecentralizeMusic.com,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzUn,3.25,154,2337049,0,92623551,-90286502,NO,110000,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/414289-48088,414289,"F9: Dapps, Products & Integrations",26595,3.25,20
Fund09,Cardano carbon offset dapp,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZB0om,3.25,968,222139487,0,89964773,132174714,YES,120000,NOT FUNDED,21630,Over Budget,,https://cardano.ideascale.com/a/dtd/419168-48088,419168,F9: The Great Migration (from Ethereum),26593,3.25,16
Fund09,BigBucs- Crypto Cashback Platform,The Great Migration (from Ether,https://app.ideascale.com/t/UM5UZBzP5,3.24,605,43368458,0,42775338,593120,NO,50000,NOT FUNDED,5630,Approval Threshold,,https://cardano.ideascale.com/a/dtd/414002-48088,414002,F9: The Great Migration (from Ethereum),26593,3.24,7
Fund09,Tutorial on Building a wallet,Building (on) Blockfrost,https://app.ideascale.com/t/UM5UZB1ts,3.22,276,56741590,0,16086383,40655207,YES,2200,NOT FUNDED,0,Over Budget,,https://cardano.ideascale.com/a/dtd/423200-48088,423200,F9: Building (on) Blockfrost,26603,3.22,18
Fund09,Translate Pool Peek Mobile: Swahili,"Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB0UB,3.22,126,20110654,0,20196150,-85496,NO,2400,NOT FUNDED,415,Approval Threshold,,https://cardano.ideascale.com/a/dtd/417973-48088,417973,"F9: Grow Africa, Grow Cardano",26600,3.22,12
Fund09,Atala PRISM DID,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1rh,3.22,157,5685407,0,22760148,-17074741,NO,28438,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/423067-48088,423067,"F9: Dapps, Products & Integrations",26595,3.22,6
Fund09,Cardano Code Camp - Pay To Learn,Developer Ecosystem,https://app.ideascale.com/t/UM5UZB0NB,3.22,178,5085941,0,28533856,-23447915,NO,110000,NOT FUNDED,780,Approval Threshold,,https://cardano.ideascale.com/a/dtd/417546-48088,417546,F9: Developer Ecosystem,26597,3.22,6
Fund09,Period Health app,Catalyst Natives X Cardashift D,https://app.ideascale.com/t/UM5UZBziS,3.22,185,2547938,0,26912901,-24364963,NO,30000,NOT FUNDED,6257,Approval Threshold,,https://cardano.ideascale.com/a/dtd/415062-48088,415062,F9: Catalyst Natives X Cardashift: Demonstrating and monetizing impact,26605,3.22,6
Fund09,System to manage patient care,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0OI,3.22,130,1432187,0,21116385,-19684198,NO,20000,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/417614-48088,417614,"F9: Dapps, Products & Integrations",26595,3.22,6
Fund09,Flooftopia: Chinese Translation,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0D0,3.21,136,14126417,0,34370953,-20244536,NO,7500,NOT FUNDED,1021,Approval Threshold,,https://cardano.ideascale.com/a/dtd/416986-48088,416986,"F9: Grow East Asia, Grow Cardano",26602,3.21,14
Fund09,Student Startup escrow (SSE),Challenge & Scouted for Student,https://app.ideascale.com/t/UM5UZB0cv,3.21,155,4072682,0,22553096,-18480414,NO,5000,NOT FUNDED,28110,Approval Threshold,,https://cardano.ideascale.com/a/dtd/418445-48088,418445,F9: Challenge & Scouted for Students🎓,26599,3.21,11
Fund09,NGO Impact Data Collection App,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZBzjF,3.21,190,1048609,0,143818603,-142769994,NO,453600,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/415110-48088,415110,"F9: Dapps, Products & Integrations",26595,3.21,8
Fund09,CAT\_ID Catalyst SSI,DAOs <3 Cardano,https://app.ideascale.com/t/UM5UZB1sI,3.2,291,17771895,0,28087753,-10315858,NO,32000,NOT FUNDED,590,Approval Threshold,,https://cardano.ideascale.com/a/dtd/423104-48088,423104,F9: DAOs <3 Cardano,26594,3.2,5
Fund09,"SHiELD Dapp, growing Africa digital","Grow Africa, Grow Cardano",https://app.ideascale.com/t/UM5UZB1jG,3.2,151,2627034,0,54368733,-51741699,NO,255000,NOT FUNDED,415,Approval Threshold,,https://cardano.ideascale.com/a/dtd/422553-48088,422553,"F9: Grow Africa, Grow Cardano",26600,3.2,5
Fund09,360 virtual classrooms for museums,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0fF,3.18,133,1529968,0,90497926,-88967958,NO,35065,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/418587-48088,418587,"F9: Dapps, Products & Integrations",26595,3.18,11
Fund09,Cardano ERP - Grow Asia,"Grow East Asia, Grow Cardano",https://app.ideascale.com/t/UM5UZB0Ow,3.17,169,10426234,0,45338340,-34912106,NO,47400,NOT FUNDED,1021,Approval Threshold,,https://cardano.ideascale.com/a/dtd/417653-48088,417653,"F9: Grow East Asia, Grow Cardano",26602,3.17,6
Fund09,Coaching Transforms your Life App,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0Iy,3.17,187,1472510,0,28395478,-26922968,NO,19000,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/417289-48088,417289,"F9: Dapps, Products & Integrations",26595,3.17,6
Fund09,Open Source Citizen Science Apps,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB0lm,3.15,148,10568723,0,95697813,-85129090,NO,125000,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/418985-48088,418985,"F9: Dapps, Products & Integrations",26595,3.15,11
Fund09,Cardopoly Game Expansion,"Dapps, Products & Integrations",https://app.ideascale.com/t/UM5UZB1g6,3.15,132,1484960,0,23128211,-21643251,NO,45000,NOT FUNDED,3171,Approval Threshold,,https://cardano.ideascale.com/a/dtd/422421-48088,422421,"F9: Dapps, Products & Integrations",26595,3.15,9
